VoteThreshold,Approach,a11,a12,b1,a21,a22,b2
0.6,PE,-0.707287074616374,1.248971194539827,1.015468379239393,-0.8264874445345435,0.9379349279651958,1.4019198180435066
0.7,PE,-0.7751542746028868,1.3248955470059183,1.0367894397388404,-0.9488835377156831,0.989818299249392,1.5078135167055058
0.8,PE,-0.9793404084791478,1.5044374948361066,1.158963082119654,-1.3073953760077326,1.1582047348922095,1.809778457919303
0.9,PE,-1.1469455792952947,1.6695933024270444,1.2274826598120434,-1.5777273031938437,1.2666894621847835,2.045086498960669
0.6,RS,0.4491077829901926,0.45055548514841914,0.4062235265091917,0.4506780223567052,0.37267938566323966,0.453680544754123
0.7,RS,0.44522453619133484,0.47305534216952333,0.4222672779973889,0.444473521690673,0.4056295769430318,0.4665027415828365
0.8,RS,0.42868298432343666,0.531209278272039,0.49667020181208016,0.43998403120628593,0.5071452620783067,0.5077315905530635
0.9,RS,0.4071280837088942,0.5941930307408239,0.5444921607476878,0.43024234105217285,0.5867787555155068,0.5396139012072717
