VoteThreshold,Approach,a11,a12,a13,a14,b1,a21,a22,a23,a24,b2,a31,a32,a33,a34,b3,a41,a42,a43,a44,b4
0.0,PE,0.9473398585427149,0.24063046926673434,0.11733974398415872,0.03812025539537231,0.07913124912219936,1.8376903672518752,-0.36376621243706775,-0.0070162439177328265,-0.4316767261774898,-0.3683718338136316,1.7431082366715296,-0.1462770552835932,-0.2501408486209728,-0.13507238249212108,-0.12976792256874356,1.535914632463819,-0.1946417351149357,0.0887516650258371,-0.09176330765771606,-0.03527220207314955
0.0,RS,0.35962489314865814,0.24917621254541258,0.0737857177068408,0.07904980072683664,0.10329389120982238,0.47518243427738244,0.02482840137926292,0.20746386163103234,-7.181206040190827E-4,-0.018750605411067958,0.4239686294795187,0.14563826233269492,0.04081516874753503,0.1934151062444176,0.08990150942156452,0.48915399404373094,0.07535126556046268,0.11739916974887424,0.08752523164966752,0.15316546526194846
