Score-Threshold,History-Threshold,MAE-Multinomial,MAE-Baseline,MSE-Multinomial,MSE-Baseline
0.0,5,0.18855111029290708,0.18784837470070148,0.06227966925314864,0.06290276577081508
0.0,7,0.18841105101150996,0.18742116346369841,0.06265923592757593,0.06268607924679999
0.0,9,0.18727146881840445,0.1873335384326039,0.0626851316523089,0.06272513899832013
0.0,11,0.18596886269127924,0.18584596950481092,0.06242147933777455,0.062039623064162816
0.0,13,0.18572139340861815,0.1855622381279107,0.06263684097418958,0.061829476877623434
0.0,15,0.1861434968077699,0.18570174842264073,0.06335983309085053,0.06215310535825959
