VoteThreshold,Approach,a11,a12,a13,b1,a21,a22,a23,b2,a31,a32,a33,b3
0.0,PE,0.6670843641422806,0.21507931010866405,0.7351873102404904,-0.13079226733016924,0.4817236436429331,0.6346994458346109,0.4070331954845023,6.54404890833365E-4,0.7455620400488336,0.0024403012998639654,0.5147191291391904,0.27443927620699143
0.0,RS,0.6036493643455084,0.3750544944484114,0.013607812154887336,-0.16323043670037726,0.942459708658358,0.10004000050070949,0.014691554426136856,-0.21468623077875387,0.8207489318772467,-0.03988237821841493,0.12469333975199713,-0.06707938396003585
