VoteThreshold,Approach,a11,a12,b1,a21,a22,b2
0.0,PE,0.33887572418052936,0.6147266113257076,0.5696095135737749,0.5972913735185721,0.3744055387989509,0.4953743227040427
0.0,RS,0.62031913987182,0.25950652701096766,-0.0552076441716839,0.5257174212095381,-0.10762618700766546,0.3718149877043959
