Score-Threshold,History-Threshold,MAE-Multinomial,MAE-Baseline,MSE-Multinomial,MSE-Baseline
0.0,5,0.10685934833540033,0.11642594546854855,0.04478762825962906,0.04012224538800901
0.0,7,0.10561625854790861,0.11494301346011428,0.04402801449274833,0.03905364575757085
0.0,9,0.10370086470124311,0.11310054547435515,0.0431074797319013,0.03794404765628706
0.0,11,0.10190447813174429,0.1115241351430029,0.042090992929385174,0.036992155672429444
0.0,13,0.10040718429415596,0.11026157580511248,0.041375381077798465,0.036341321577032654
0.0,15,0.09919085351819526,0.10949247687977816,0.04081677690972797,0.03590486385347819
